figure,evidence_tier,dataset,model,metric,value,source,note
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 metric 0005 ft,enhanced_stoi,0.9364050047208934,results/metrics/cnvqg_mamba_1m_opt_mel_020_metric_0005_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly cont,enhanced_stoi,0.937512454472227,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c metric0010 joint lr2e6,enhanced_stoi,0.9381157140752305,results/metrics/cnvqg_hybrid_tf_phase4c_metric0010_joint_lr2e6_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont,enhanced_stoi,0.937455109551783,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly,enhanced_stoi,0.9373479818100606,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont metric0010,enhanced_stoi,0.9374769328719774,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_metric0010_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase,enhanced_stoi,0.9372642792097187,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Streaming hybrid v3 teacher joint epoch10,enhanced_stoi,0.9391493173111867,results/metrics/streaming_hybrid_v3_teacher_joint_epoch10_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage1 1iter,enhanced_stoi,0.9381687908681305,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage1_1iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage2 2iter,enhanced_stoi,0.939540288014823,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage2_2iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 fixed2 extended control,enhanced_stoi,0.9397012816851213,results/metrics/noise_adaptive_tf_mamba_v4_fixed2_extended_control_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 noise adaptive,enhanced_stoi,0.9401117276070715,results/metrics/noise_adaptive_tf_mamba_v4_noise_adaptive_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 skip dual baseline,enhanced_stoi,0.9405343849837369,results/metrics/noise_adaptive_tf_mamba_v41_skip_dual_baseline_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),CA-TF v42 perceptual finetune,enhanced_stoi,0.9450507612304582,results/metrics/continuous_adaptive_tf_mamba_v42_perceptual_finetune_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 muon finetune,enhanced_stoi,0.9422077148802889,results/metrics/noise_adaptive_tf_mamba_v41_muon_finetune_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 segment vq muon,enhanced_stoi,0.9430520614611215,results/metrics/noise_adaptive_tf_mamba_v41_segment_vq_muon_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Residual Mamba fixed scale,enhanced_estoi,0.8212745666359141,results/metrics/cnvqg_residual_mamba_fixed_scale_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt vq weight 050,enhanced_estoi,0.8279225131611132,results/metrics/cnvqg_mamba_1m_opt_vq_weight_050_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt vq codebook 64,enhanced_estoi,0.82804055700395,results/metrics/cnvqg_mamba_1m_opt_vq_codebook_64_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt sched,enhanced_estoi,0.8287611873076998,results/metrics/cnvqg_mamba_1m_opt_sched_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 010 ft,enhanced_estoi,0.8322725791662264,results/metrics/cnvqg_mamba_1m_opt_mel_010_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 ft,enhanced_estoi,0.8322762042690567,results/metrics/cnvqg_mamba_1m_opt_mel_020_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 metric 0003 ft,enhanced_estoi,0.8331525540779675,results/metrics/cnvqg_mamba_1m_opt_mel_020_metric_0003_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Mamba 1m opt mel 020 metric 0005 ft,enhanced_estoi,0.8329648256121651,results/metrics/cnvqg_mamba_1m_opt_mel_020_metric_0005_ft_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly cont,enhanced_estoi,0.8367536126307777,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c metric0010 joint lr2e6,enhanced_estoi,0.8377714313113671,results/metrics/cnvqg_hybrid_tf_phase4c_metric0010_joint_lr2e6_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont,enhanced_estoi,0.8368397669353183,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magonly,enhanced_estoi,0.8366485411773447,results/metrics/cnvqg_hybrid_tf_phase4c_magonly_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase cont metric0010,enhanced_estoi,0.8368864575361733,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_cont_metric0010_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Hybrid TF phase4c magphase,enhanced_estoi,0.8362251074512533,results/metrics/cnvqg_hybrid_tf_phase4c_magphase_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),Streaming hybrid v3 teacher joint epoch10,enhanced_estoi,0.8405075952705835,results/metrics/streaming_hybrid_v3_teacher_joint_epoch10_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage1 1iter,enhanced_estoi,0.8470490732293529,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage1_1iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 baseline stage2 2iter,enhanced_estoi,0.8497031804890719,results/metrics/noise_adaptive_tf_mamba_v4_baseline_stage2_2iter_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 fixed2 extended control,enhanced_estoi,0.8510152403445518,results/metrics/noise_adaptive_tf_mamba_v4_fixed2_extended_control_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v4 noise adaptive,enhanced_estoi,0.8523160848959338,results/metrics/noise_adaptive_tf_mamba_v4_noise_adaptive_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 skip dual baseline,enhanced_estoi,0.853801837001007,results/metrics/noise_adaptive_tf_mamba_v41_skip_dual_baseline_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),CA-TF v42 perceptual finetune,enhanced_estoi,0.8601382461108183,results/metrics/continuous_adaptive_tf_mamba_v42_perceptual_finetune_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 muon finetune,enhanced_estoi,0.8588730764345492,results/metrics/noise_adaptive_tf_mamba_v41_muon_finetune_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
07_historical_test_exploration,historical exploratory,VoiceBank-DEMAND test (reused during early exploration),NA-TF v41 segment vq muon,enhanced_estoi,0.8607558350019827,results/metrics/noise_adaptive_tf_mamba_v41_segment_vq_muon_test_full/summary.json,Appendix/context only; repeated test evaluation invalidates model-selection ranking.
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.6716188165449327,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.5439430607903388,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.4281552138478874,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.4010964733108747,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3880606704137542,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.379748955692364,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3740990776426631,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.368811549110846,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.364487892428626,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3603441368493516,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3567964420946113,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.353540401300552,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3508186332182276,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3485005971361115,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3465717555425209,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3446930120068212,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.342897149492219,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3412515532411089,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3400014150854954,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3379490896272869,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3370549757765535,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3358983803048861,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3344536853369729,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3336123559962619,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3326373387685269,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3315214598567779,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3310207186709226,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3302585725800907,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3293360093603036,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3287368721495275,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3281198677429355,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.327830000090634,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3272690169491376,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3270204265861392,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3264986066327941,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3260410019226613,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3257549511110328,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3259992755840251,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3254308153282512,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1200,train_loss_total,0.3255434228047247,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.6697021984809305,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.5749109109388418,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.4704067987605623,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.41226768862467,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3987776799416961,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3897426564453983,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3821058217774738,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3753428447456304,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3701432144362206,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3660795780264737,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3620601448058383,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3587574745684075,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3555790873042299,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3531180637323262,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3500708238033255,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3483179697761437,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3456588142952961,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3441515973586141,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3423176759018226,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3408530700460207,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3395778426021075,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3381550551028895,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3371330234050051,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3362018083503519,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3347085831736015,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3340832170153643,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3329696267275167,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3323069432701183,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3313097567414957,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3309512621561977,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3300632517227679,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3295918870793759,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3291047528866798,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3286434166198951,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3281955780608913,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1201,train_loss_total,0.3279398134639186,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.6714181472653867,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.5766019942473806,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.46413561386272,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.4063958283524709,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3930717517203949,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3834453800993581,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3762996283837777,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3719081203150085,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3684926445227214,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3640387236984594,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3603809283713092,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3572115440216581,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3542958455438837,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3522255163934748,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3497052586585545,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3472646945513938,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3452647040710072,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3434955458705725,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3426631490724527,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3404437895001204,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3390773265505116,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3379215026225163,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3368205159334493,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.335923617077538,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3347128499069871,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 25
