figure,evidence_tier,dataset,model,metric,value,source,note
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_total,2.068635940551758,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.419116620664244,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.3758146630393133,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.3746418246516474,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.3705277575386896,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.357312794084902,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.3617373749061867,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.356483322602731,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_total,2.354263358645969,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.362597377211959,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.345687570395293,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.356948481665717,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.341457137355098,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.349428485941004,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.335943169063992,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.3338151816968566,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_total,2.333599744019685,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.4295443892478945,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.294094525001667,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.24511675702201,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.223969872351046,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.204495107686078,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.1962159982434026,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.1917575509459883,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_utility,1.1900580083882366,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.586805683595163,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.4696849010608817,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.4014090100924177,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.34137847688463,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.3238997525639005,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.3015173187962286,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.3102513662091009,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_utility,1.303412636121114,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.274594304738221,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.2775447876365096,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.2510817139237016,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.250198640205242,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.2380384427529794,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.233483976787991,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.2375609035845156,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_utility,1.2365838421715631,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.163758463329739,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.1615741341202348,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.144149170981513,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.147184137944822,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.1454866462283664,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.1392313970459833,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.1428555890365883,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_utility,1.1414637918825503,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4677952969515766,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4493785588829606,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4536826743019953,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4470394474488717,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4427161790706493,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4418661263253951,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4413441397525646,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_utility,1.4409793858174924,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.445459975136651,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4374978100811993,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.439988010459476,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4295743328553658,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4303368948124071,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4252095619837444,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4253708499449271,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_utility,1.4245222255035683,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.701380987962087,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7047585050264994,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7079479297002157,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7116846000706708,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7122434554276643,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7124178321273239,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.7124168453393159,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_violation,0.712215209448779,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.7080652084615495,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6992260703334102,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.695522858036889,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6889715448573783,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6866062438046491,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6831297234252647,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6839884133250625,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_violation,0.6829049211961252,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6824319517170941,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6822396847936842,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6779009898503622,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.675817945489177,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6745124083978159,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.676153008584623,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6751528393339228,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_violation,0.6744666033320956,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6644100458533676,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6622302543233942,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.662295694704409,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6606989591209976,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.659682630388825,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6589138993510494,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6592707755389037,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_violation,0.6593669299726133,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7477407543747513,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7457852275283249,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7475073999828763,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7440714438756307,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7443917217078032,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7457633040569447,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7447842558224996,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_violation,0.7443422697208546,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7452362135604575,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.745597137345208,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7440729781433388,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7403425309393141,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7413543219919558,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7415665255652534,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7417596401991667,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_violation,0.7421774466832479,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.6133873683434946,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5976375032354284,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5932428075207604,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5920989557548806,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5904807006871259,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5897622649316434,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5895251797305213,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5,val_loss_gate_feasibility,0.5891807642247942,checkpoints/v17/utility_safety_recipe5_seed17044/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.6520132886038886,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.624019565405669,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.6128012824941564,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.5994503100713094,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.5957466430134244,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.5896806761070534,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.592020019336983,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R5b,val_loss_gate_feasibility,0.5901931590504117,checkpoints/v17/utility_safety_recipe5b_balanced_seed17045/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5865146760587339,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5880432791180081,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5816878643300798,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5811580574070966,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5787269958743343,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5796597456490552,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5796229949703923,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R6,val_loss_gate_feasibility,0.5790885134979531,checkpoints/v17/utility_safety_recipe6_statistics_seed17046/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5641272840676484,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.56298268282855,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5608811919335965,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5607016848193275,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5595531562964121,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5590167255313309,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5598563220765855,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7a,val_loss_gate_feasibility,0.5595853439083806,checkpoints/v17/utility_safety_recipe7a_burnin_seed17047/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5812671085198721,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 1
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5783117225876561,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 2
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5794949090039289,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 3
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5773584070029082,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 4
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.576998762510441,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 5
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5776447962831568,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 6
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.5771204200055864,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 7
10_controller_training_curves,training-domain calibration,Controller validation,R7b,val_loss_gate_feasibility,0.576868329887037,checkpoints/v17/utility_safety_recipe7b_prefix_seed17048/metrics.csv,Epoch 8
10_controller_training_curves,training-domain calibration,Controller validation,R8,val_loss_gate_feasibility,0.5778496596548293,checkpoints/v18/utility_safety_recipe8_two_stage_seed18000/metrics.csv,Epoch 1
